objno_deep2,ra_deep2,dec_deep2,zquality,u_apercor,g_apercor,r_apercor,i_apercor,i2_apercor,z_apercor,flag_cfhtls,cfhtls_source,subaru_source,zhelio
11051403,214.26501045915842,52.40150509737214,4,23.992123705718242,23.839008436471698,23.62038297009612,23.247841062639118,23.295462702866626,22.85957937297534,0,0,0,1.1235232
11040756,213.82478707881614,52.28362274127721,3,24.217782395571362,23.353702797353513,22.48410797872793,21.60971815059584,-99.0,21.236994808293545,0,1,1,0.80118626
12020550,214.4262242362357,52.66544776583032,4,25.51509877173365,24.943686863988965,23.88776182716549,23.038936430245915,-99.0,22.222656515992867,0,1,0,1.1847389
14100955,216.03965680130455,53.4832673590663,4,23.465144328336862,23.368544035145952,22.951157684762556,22.373193197440017,-99.0,22.19720767395704,244,1,-99,0.82429445
13050332,215.1489501362392,53.14360599141946,4,22.351619323356733,21.38551061992765,20.86152024741799,20.622327588672174,20.637123670116097,20.574669170906173,0,0,-99,0.20096469
13025360,215.19482797428037,53.00458122079726,4,24.701355047970207,24.566783208831094,24.26003106715261,23.575658751093115,23.579108036139093,23.37692994745813,0,0,-99,0.82069606
12008960,214.19244526042633,52.45354072067494,4,25.08383136865835,24.08646657442553,23.18974777762942,22.388039823500744,22.400984672298836,22.039400043413497,0,0,0,0.8318089
11044741,214.2259273458231,52.3621163499738,4,23.772279726061903,23.606900555398113,23.40781736831309,22.985443064122578,23.022702503403064,22.723628873678763,0,0,0,1.0550365
12020407,214.5910806998811,52.67164494430472,4,23.63756274934131,22.95063499758217,22.034250515694758,21.727214375287055,21.73713790882413,21.552754635016782,0,0,0,0.4221715
13004607,214.68334222492777,52.81227766851953,4,25.33283783141866,25.091546841407613,24.686399846165532,23.96835974440571,24.04762646197003,23.529612135194615,0,0,0,1.0139949
14023719,215.61953398631317,53.45550448251015,4,24.797901137755233,24.661992665914205,24.312075277662466,24.004732590076923,-99.0,23.922179488422866,0,1,-99,0.62485415
13050600,215.1388535742193,53.13954381946678,2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,0.7386918
13035817,214.92740189346344,53.03929940747912,2,24.52216229554129,23.787072497691767,22.997789049910285,22.680025894244192,22.70143901633131,22.575664867646474,0,0,-99,0.41918778
13033933,215.17753488917884,53.03464466778678,4,25.06173729388218,24.562608834715554,24.101961193165728,23.66946917916763,23.67826983043639,23.317342651108966,0,0,-99,0.75071365
14021988,215.9403861655077,53.488745768289846,4,23.219472016950053,23.100487887295884,22.757264014670206,22.26730533679334,-99.0,22.11962933836854,0,1,-99,0.76347226
12004752,214.19694068277826,52.42303551309669,4,23.810972204745152,23.77643295965206,23.636307019810776,23.087813305641333,23.09093031248449,22.87615338792447,0,0,0,0.8492444
13033216,215.29250628913783,53.03443918234552,4,24.405690188609633,24.052577599910823,23.362723660182432,22.974735029681757,22.9929104963838,22.844201345047953,0,0,-99,0.56926304
12024930,214.55834878281476,52.68718085807632,4,22.304329585417612,21.39269193315295,20.99280165886138,20.72532395196859,20.739159013671664,20.636663000593096,0,0,0,0.14867988
11032770,214.07808234319006,52.19526916912764,1,26.069562744841623,25.046394315595204,23.825743230080235,22.966649637904222,22.98601822303893,22.589837040418086,252,0,1,0.6201539
11034336,213.80231429837704,52.213990893209484,4,23.392446071429568,22.83552960312027,21.858495591690858,21.501642133877784,-99.0,21.302514525491194,0,1,1,0.5159541
11039600,214.03922830262812,52.26886866669702,4,23.662550279883973,23.195503179081506,22.668263210386353,21.812149344854838,-99.0,21.564875256773107,0,1,1,0.8105631
12012843,214.27497554826942,52.55082683989622,4,23.07962655300275,22.366977085758528,21.735119034801752,21.539100430276008,21.550045909871105,21.376845301861113,0,0,0,0.3081592
14006778,215.5107231048924,53.29226983571425,1,25.3285244461592,24.10533221690174,23.378193339257514,23.08237861935363,-99.0,23.02597395670764,0,1,-99,0.479188
11014828,213.6377228952908,52.020067441504125,4,24.58512758972909,24.020242815310876,23.338588623996138,23.29680077334008,-99.0,23.219597729795037,0,1,1,0.29685646
12024315,214.6688120683694,52.6970132067072,4,23.89948298019632,23.24863946232458,22.306984221086132,21.723085726545502,21.762867254198067,21.460125432108725,0,0,0,0.57234085
11038982,214.16961057690955,52.25739837705487,4,22.72425111561871,22.46670820107958,22.3538041334785,22.220730411508587,22.209452190837318,22.06012920025912,0,0,1,1.526602
13005159,214.6355879723722,52.7978690732416,4,23.555619989347402,22.957153483383586,22.577570571941457,22.483236842019124,22.504118075427826,22.503116873273544,0,0,0,0.23853454
13041634,215.2368799110051,53.09896950615803,4,25.073114305835162,23.725322966971078,22.567891719685935,22.093157458695924,22.12640203655337,21.876270812841703,0,0,-99,0.35475624
12019463,214.79055900828172,52.655029233807,2,26.270436017765416,24.920043771318078,24.490320374839172,24.34736298734622,24.31576085819432,24.30490252707037,0,0,0,0.26834634
12032134,214.74283633873554,52.802681544810184,3,99.0,99.0,99.0,99.0,-99.0,99.0,244,1,0,1.3420014
11026995,213.85370557363203,52.139575428478565,4,24.565363455780552,24.42317470160356,24.158412611082245,23.333857878919982,-99.0,23.134561715312714,0,1,1,0.9224092
11050850,214.41182805857457,52.39254660529332,4,20.703278286754216,20.771474986186536,20.840913110351085,20.66231897740688,20.6535305676846,20.485740312503264,1,0,0,2.1620147
12005465,213.96905394642582,52.41209720851566,2,26.440757120991137,25.153944597887218,23.55693767818202,22.312932528812198,-99.0,21.948997828364515,0,1,1,1.4999106
13018924,214.8585163324535,52.92862632928882,1,25.942517625539626,24.9758795302718,24.402833432828903,24.174390559895595,24.22641948963089,24.100168754474804,0,0,-99,0.25598887
12013095,214.21665690610723,52.553901534247416,4,24.99866932411877,23.57712817585031,22.3368996238211,21.79070914782594,21.81246352624815,21.50099921461263,0,0,0,0.35528865
14008439,215.23485832185193,53.293612778463284,4,24.477699750545224,24.235189919972587,24.069951296504968,23.933693292429297,-99.0,23.166730972166757,0,1,-99,1.2024729
13101054,214.86523260959854,53.057664283158374,4,23.746080605805876,22.96927532554968,22.426113470882246,22.294859871947338,22.323557202669253,22.16958159841345,0,0,-99,0.26970136
12011474,214.62948222358008,52.544383202606696,2,23.298029275982703,23.58609255667618,23.692477888366103,23.795285963332912,23.741804739260505,23.858249392488585,0,0,0,0.020023538
13027136,214.85394268152749,52.95552193598269,1,24.4239725341578,24.089268312816525,23.942544502730428,23.881457505142208,23.94844015045408,23.818936055929885,0,0,-99,0.8622634
13044117,214.93512588994565,53.109932232415304,4,24.022704760519463,23.600887456846802,23.075550748186284,22.626432469563127,22.669618022381872,22.41020355211414,0,0,-99,0.57963705
12028310,214.75975009835284,52.74063360870059,4,24.358705963726955,24.072133207754884,23.628393619848357,22.884508800293716,22.95835568604293,22.54397205021425,0,0,0,0.95220953
11045155,214.26089957249803,52.35540757272247,4,24.497810759291397,24.20590401654695,23.545582814116553,23.21619344929199,23.244827216905623,23.145799486501108,0,0,0,0.54828787
12016339,214.42775639676242,52.622781286703685,4,24.18256315511422,23.166693482651677,22.683584173800337,22.481090301934586,22.51156755485508,22.389042943673562,0,0,0,0.16829877
12027373,215.02532287309828,52.77031128408271,4,23.4568020011489,22.09248354805863,20.840345200618792,20.269561106978188,20.318381140901963,19.97717128378171,0,0,-99,0.3551227
11007758,213.79729660393633,51.964398489456244,4,23.485610342658788,23.45267445372623,23.41540039503556,23.21285784365151,-99.0,22.801147797136306,0,1,1,1.092544
13018676,214.94511393696627,52.91893323096156,2,24.669632337809684,23.904748603299705,23.640287995940792,23.64504475127816,23.600136387027323,23.562981669185174,0,0,-99,1.7309451
13063252,215.5769609172069,53.23983527371456,3,26.327095172725894,25.260466469366712,24.14444724970128,22.710721551598482,-99.0,22.34762314515681,0,1,-99,0.7814227
13041682,215.2958841651799,53.06673307746678,2,24.691928109328778,23.702572112345877,23.317575283538456,23.20862379438304,23.238874997750507,23.021765193307747,0,0,-99,0.5047689
13049649,215.29106230264455,53.129069258451636,4,22.077374679542352,21.531975985431824,20.86272124075827,20.665966485400368,20.67994759357959,20.4701222899434,0,0,-99,0.391472
12004853,214.19841021770645,52.41316585517052,4,23.187487822212585,23.073394938521233,22.98144025467988,22.734145571657308,22.762710408092907,22.391866490221943,0,0,0,1.1920466
13017814,215.07106573133166,52.89920105904457,4,22.755946456168054,22.64964270019971,22.15243708530194,21.81285118486504,21.837038785775636,21.83697602760279,0,0,-99,0.62911665
12024341,214.63843953423608,52.73521419779718,4,24.22646120749222,23.443671451177845,22.832289126274784,22.592425709077446,22.608201643516253,22.43072403671905,0,0,0,0.2812482
12012314,214.33692804966208,52.515319121801895,4,24.00539693291318,23.822662006159707,23.58153481341853,23.328294191359667,23.377263671519525,22.84277679932215,0,0,0,1.2789164
12019609,214.75227503762596,52.65447684469109,4,23.65006205152662,23.54666636037364,23.42053921933935,22.930416601076583,22.982380766315888,22.7297820731628,0,0,0,0.99692005
12024723,214.52559738211852,52.68858349540824,4,23.658322447448015,23.28194360824851,22.49107700834154,22.193525167203646,22.213584193026723,22.120750924031203,0,0,0,0.48336604
11014788,213.6777878005937,52.029864766145295,4,23.954984467782968,23.76841734436298,23.448155357323035,22.872297813296427,-99.0,22.62208797253432,0,1,1,0.8533379
12015258,214.7372462209403,52.61721902662248,4,24.30807449923801,22.496803845365353,21.06190319628196,20.44986510965119,20.49159292136157,20.16121976291872,0,0,0,0.35400596
11034746,213.7002180023712,52.211650932837074,4,23.524131836939027,23.491747720854388,23.187905867840243,23.039815766993147,-99.0,22.686327383996037,0,1,1,1.1545684
13033590,215.15054764265363,53.03938807883969,3,24.373426391894363,24.013732857065207,23.812662306211706,23.48088587643642,23.494921315599157,23.264801339394175,252,0,-99,1.5704541
13005114,214.64839814444184,52.810411845421186,1,23.910721625917695,23.60570821868231,23.510282128688825,23.300928902302193,23.335126050213404,23.16509485326405,0,0,0,0.08285273
13058286,215.14080845528702,53.20137447120942,2,26.566798382292912,25.761567740887433,24.341259863989702,23.177168617324497,-99.0,22.399131889833573,0,1,-99,1.4509588
11007458,213.72428246324608,52.00347512510007,1,24.94548930932965,24.778782906920654,24.01632332917344,23.61887039089686,-99.0,23.02757720987451,0,1,1,0.88280326
12004569,214.20758127513346,52.42759379735435,4,24.185124382012894,23.952792588034487,23.737176312237317,23.417933053003242,23.470725014655667,22.891247838104004,0,0,0,1.2274736
12011853,214.6047170816347,52.554096291965834,-1,26.818224588780726,24.664408025181206,23.37380040523958,22.48534771694865,22.560869790413808,22.126677983568594,0,0,0,-6.3258085e-05
12016668,214.403502074537,52.61614897673644,4,26.0266785969307,24.93505089647409,23.69388176344648,22.563600587275022,22.61364070617718,22.17154866535232,0,0,0,0.71726394
13043049,215.08491018944065,53.09274461622408,4,26.422832293248312,24.76331043013392,23.125336521870867,21.82094811576262,21.927097730590514,21.298781678996324,0,0,-99,0.78037196
14011084,215.83817861169607,53.37173955453909,4,24.493662977268052,24.219421179820976,23.654774737992476,23.188959161212793,-99.0,23.21496116906901,0,1,-99,0.6874866
14100827,215.6423886402077,53.39085594556309,-2,24.704313781206803,23.919607609634337,23.54279005086811,22.943216380013617,-99.0,22.596297302552646,0,1,-99,1.3571515
