objno_deep2,ra_deep2,dec_deep2,zquality,u_apercor,g_apercor,r_apercor,i_apercor,i2_apercor,z_apercor,flag_cfhtls,cfhtls_source,subaru_source,zhelio
13018013,215.05615920790305,52.939553240008536,4,28.993205966027606,23.77662842125708,23.525413869089324,23.36674825108855,22.94112763122989,23.376645035557285,0,0,-99,3.4813051
14028350,215.82606997502845,53.49859351539999,3,25.103841727636162,24.67840381722182,23.67332975776741,23.274701046620212,-99.0,23.298567117999827,244,1,-99,0.44148
14012276,215.6338655810624,53.339456387708196,4,23.718751013341397,23.505593238546247,22.896494762653454,21.978357625135086,-99.0,21.69417248315248,0,1,-99,0.9140766
14101013,215.82994248652832,53.45484311077166,4,22.924228806836183,22.358350054916087,22.078132067007996,21.963284185847566,-99.0,21.962999034978907,0,1,-99,0.19225219
12004519,214.28687604260173,52.408278678092756,4,22.16546212237337,21.886602676812664,21.37637486837718,20.92385392138178,20.95089262421088,20.736243157771888,0,0,0,0.45092198
13041798,215.2194481709901,53.07780097235809,4,24.82754227612434,24.360078587009536,23.72978948562358,23.70813614663275,23.512458065257196,23.435598972013583,0,0,-99,0.3771038
12019401,214.76737878506722,52.67962765935226,4,24.87035565398156,24.201069953157887,23.55799775548192,23.35612942798365,23.390923117510237,23.207772100566803,0,0,0,0.3329682
11033785,213.87837764008756,52.19349238043287,3,25.305860052098673,23.408073906354282,21.712762435110875,20.979902235673315,-99.0,20.585207901248825,0,1,1,0.42052585
14028159,215.84993994657196,53.51571109615179,4,24.453481802840834,22.236942933052593,20.6438577542135,19.962552578115734,-99.0,19.653290409597982,0,1,-99,0.44167078
11040717,213.8836384444264,52.25936891997753,4,23.96479426346627,24.016741601657888,23.79354202071641,23.433348816814323,-99.0,23.439153560215335,0,1,1,0.7512585
12032506,214.58331280222717,52.827741464603605,4,23.554414962151718,22.960333474918674,22.232046180481166,22.312806839025544,22.41862019847253,22.04030314779395,252,0,0,0.29120502
12024812,214.56607170288598,52.69707510038279,4,23.431053473221805,23.31937816530604,23.30334325153108,23.265621579584778,23.25625045113253,23.030986855377872,0,0,0,1.4144895
11013731,213.89972805289287,52.054051316637924,1,24.279358082057264,24.03228348778165,23.94780009920172,23.924930162112812,-99.0,23.43568033292266,0,1,1,0.3832494
12004496,214.31368449093745,52.42584553281449,4,24.152671835618882,22.218427445991576,20.672095596636773,19.723345626741853,19.772089940519113,19.385267795245475,0,0,0,0.5313933
11050800,214.37760372288554,52.3786211902534,2,25.79602577449851,25.414026705313567,24.94233195521946,24.2830416604284,24.319085445351853,23.762985887947007,0,0,0,1.5190352
13024841,215.1621943111646,52.958634056238225,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,-0.001763927
12020948,214.39905943806312,52.642484051033534,4,23.719816392752012,23.004578476421116,22.019930121133946,21.01847525581918,21.054111882918175,20.6597576284872,0,0,0,0.7150672
13009678,215.07888781594897,52.87792149378947,4,23.845418114116192,23.680454974586578,23.57512134848021,23.391877253176638,23.438754706675567,23.110388858022112,0,0,-99,1.4008048
12027713,214.98571725812212,52.74238480946224,4,23.92649475425099,23.52720175579474,22.941878307391384,22.119558954427358,22.208918807805013,21.79664444995075,0,0,0,0.94112855
13016338,215.22737596084255,52.932640412625915,4,23.721911572911885,23.601064190218597,23.046093142990188,22.743516452967437,22.75297967543686,22.723295536799714,0,0,-99,0.6117264
11100624,213.63848886955088,52.10166559752497,2,24.096274873736284,23.941472920646536,23.69317497527499,23.814792494945074,-99.0,24.22186397152157,0,1,-99,1.3550136
11020271,213.88235593179297,52.088582286782184,4,23.426628113799058,23.23281117190443,22.58109021023555,22.127554646114387,-99.0,21.89781694316047,0,1,1,0.6488629
14022127,215.89673802305396,53.44417909004824,4,24.736823004161113,24.3150848909964,23.692124884119362,22.818221046625087,-99.0,22.649853953422944,0,1,-99,0.7469832
13050354,215.2267670703509,53.13440354951308,4,25.235618700682704,24.87186849379836,24.128220587322456,23.677505865688723,23.677422906178975,23.541086581012124,0,0,-99,0.6113651
12009045,214.06277035750924,52.48860161904304,2,25.292947198826756,24.36861909955379,24.033413691157413,23.961839405833146,23.94521219979684,23.771584580663056,252,0,0,0.18786211
12020368,214.5322927703636,52.67324187092163,1,25.48979786930091,24.419689308615762,23.70230284254472,23.368116271205523,23.380754966383247,23.214269434923814,0,0,0,0.3793649
12011953,214.46477959314626,52.548829761890374,1,24.761875218597652,24.029813594153918,23.318579911806395,22.34443707844972,-99.0,21.945189950103156,0,1,0,0.99709916
11013823,213.88782999199108,52.02537044048768,1,24.695369612939444,24.115411962604355,23.899906470926414,23.38958067138502,-99.0,23.153836239286665,0,1,1,0.33232665
12100570,214.3090572448589,52.597868037835724,1,24.932879209423547,24.70202972056829,24.564785883558567,24.496696693482473,24.499595250283992,24.447559779004443,0,0,0,0.00063334487
13019779,214.75772689113705,52.916545078362105,4,25.00684095004017,24.94052113306912,24.668627312054955,23.961177858151053,24.01289726657497,23.63612852251064,0,0,0,0.8548481
12024759,214.52490549019885,52.71300966037961,4,25.61373337657622,25.210041835822494,24.589154501839207,24.512950178395734,24.514844916125497,24.339474083190712,0,0,0,0.3534397
11037632,214.32637737689558,52.30154074136135,2,24.080683242556084,23.291468567161598,22.220965388589356,21.672343635954892,-99.0,21.33588704668288,244,1,0,0.90535694
13026160,215.07514555014453,52.99506139710138,4,24.103013827265478,23.44068807683685,22.68296786423619,22.57275051960444,22.544799961140782,22.432355885686487,0,0,-99,0.36645964
13055290,215.61732489643737,53.221894244255964,4,24.264873715313758,24.04878913164241,23.2463301104335,22.430730991162186,-99.0,21.66916964668396,0,1,-99,1.1282032
14022397,215.87518783853085,53.46650307758915,4,23.82554071590249,23.793708904415833,23.50645017511417,22.94381432842845,-99.0,22.710563005969355,0,1,-99,0.9875804
13011051,214.8637861186726,52.880385164375184,1,31.142656556191366,24.162408504600076,23.48415661991573,23.42509295177947,23.440492368747325,23.449702879162402,0,0,-99,0.36643174
12000883,214.4507619198706,52.39230475165459,3,25.42016185399911,24.68687232459475,24.080703385043734,23.860381673236244,23.871921329478926,23.7783190627843,0,0,0,0.27984262
13011795,214.81526567712797,52.85862132014881,1,26.747798860103337,25.408887950860798,23.952526283448673,22.75335995891508,22.824171259181764,22.353864153095408,0,0,0,0.7325926
12005044,214.12288932731198,52.4151264295142,4,24.223787131429415,23.63740991834558,22.787480610372857,22.495126014725045,22.50195568240014,22.309993928497594,0,0,0,0.41879332
13011546,214.82656102245775,52.856105385377305,4,24.43701121914776,23.81786069204859,23.352712793902334,23.206275248785968,23.238629196700398,23.102853217460826,0,0,0,0.266279
12012936,214.2149353130184,52.514073248252316,2,26.630731157069658,25.54243074527918,24.15101549213716,22.949954167621105,23.02407051682954,22.06243773592818,0,0,0,1.1657119
12100152,214.40708096039202,52.42417146301614,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,0.1366199
